order_id,customer_id,order_date,status,region_code
O231,C139,2026-03-18 07:12:18,cancelled,west
O232,C198,2023-11-19 20:34:52,delivered,south
O233,C070,2025-02-04 09:35:09,cancelled,east
O234,C269,11-10-2024 15:46:13,cancelled,North
O235,,28-08-2024 17:07:13,delivered,east
O236,C165,2025-11-24 11:49:46,shipped,North
O237,,2025-05-05 08:21:00,Placed,south
O238,C104,2025-06-29 23:43:55,Placed,south
O239,C138,01-08-2023 01:04:04,shipped,North
O240,C247,2024-04-11 15:52:10,Placed,west
O241,C246,2025-04-03 10:11:24,shipped,south
O242,C469,2023-08-03 21:57:41,Placed,south
O243,C213,2023-09-11 01:12:50,delivered,south
O244,C473,2026-04-13 23:19:29,shipped,west
O245,C169,11-06-2023 18:04:38,shipped,south
O246,C065,2023-03-17 16:21:46,cancelled,south
O247,C185,2024-07-24 08:30:07,shipped,west
O248,C222,2024-12-04 03:58:14,returned,west
O249,C137,2024-10-08 04:37:32,shipped,south
O250,C334,2025-01-29 11:52:10,delivered,west
O251,C191,13-08-2025 04:49:05,Placed,south
O252,C367,2025-06-07 10:54:01,delivered,west
O253,C372,2025-06-29 11:11:57,returned,west
O254,C095,2023-09-19 10:21:50,returned,west
O255,C061,2024-08-14 03:25:19,shipped,east
O256,C062,2025-07-03 05:02:27,delivered,North
O257,C414,2026-05-27 06:48:09,cancelled,west
O258,C016,2024-12-16 04:45:11,returned,west
O259,C483,2024-11-24 23:05:42,returned,south
O260,C140,2023-05-19 13:32:42,shipped,west
O261,C173,2023-01-18 02:51:26,Placed,south
O262,C182,2023-01-15 10:55:39,shipped,west
O263,,2025-06-14 18:06:44,Placed,west
O264,C407,2024-10-15 08:12:52,cancelled,east
O265,C345,2024-10-26 20:07:20,returned,west
O266,,2024-09-22 01:11:03,shipped,east
O267,C417,2023-12-16 05:53:04,returned,east
O268,C048,2024-01-25 11:44:36,shipped,west
O269,C487,2026-04-01 05:09:26,delivered,North
O270,C223,2025-05-31 23:55:35,shipped,west
O271,C348,2024-05-26 22:35:41,cancelled,west
O272,C264,2025-10-13 15:37:53,delivered,south
O273,C144,2023-07-15 08:26:33,Placed,North
O274,C278,2023-06-10 10:39:31,delivered,North
O275,C237,2024-12-29 14:31:31,returned,west
O276,C141,2023-09-03 01:25:14,Placed,west
O277,C152,05-02-2025 12:04:45,delivered,east
O278,C174,2023-02-08 05:25:38,returned,east
O279,C234,2023-07-05 02:24:13,delivered,North
O280,C087,2023-10-20 01:36:10,returned,North
O281,C122,2024-02-07 21:41:26,cancelled,west
O282,C275,2025-04-24 16:54:02,Placed,south
O283,C467,2023-06-15 03:49:16,Placed,east
O284,C323,2024-10-20 09:36:17,cancelled,North
O285,C305,2025-09-04 22:00:15,delivered,south
O286,C019,2026-06-11 04:49:55,delivered,east
O287,C066,2023-11-05 20:18:55,delivered,south
O288,C217,2025-02-28 15:25:02,returned,east
O289,C300,2026-04-20 05:02:43,Placed,south
O290,C473,2024-05-28 09:36:19,cancelled,east
O291,C255,2023-04-17 02:19:06,cancelled,south
O292,C161,2023-04-09 04:27:34,delivered,south
O293,C374,2025-01-14 21:16:09,returned,North
O294,C059,2026-03-24 04:58:07,shipped,west
O295,,2024-12-09 10:59:08,cancelled,west
O296,C386,2023-08-06 11:25:48,returned,east
O297,C441,2024-02-19 07:33:50,delivered,west
O298,C372,2023-11-23 09:17:50,delivered,west
O299,C006,2023-01-11 15:32:35,delivered,east
O300,C077,2024-09-27 19:03:56,cancelled,west
O301,C328,13-11-2023 23:50:40,shipped,east
O302,C195,06-03-2026 18:23:33,Placed,North
O303,C425,2025-08-08 15:00:09,shipped,east
O304,C274,2023-09-07 19:41:08,shipped,west
O305,C248,2024-06-27 17:03:18,shipped,North
O306,C198,2024-10-30 07:58:33,Placed,south
O307,C192,2025-06-25 16:54:20,cancelled,south
O308,C067,2023-06-19 12:24:45,Placed,east
O309,C270,2024-08-11 03:42:57,delivered,North
O310,C354,2024-03-28 08:58:26,delivered,North
O311,C339,2026-01-13 16:15:25,delivered,west
O312,C435,2023-12-31 02:35:52,cancelled,west
O313,,2023-10-15 08:17:35,Placed,west
O314,C308,2026-01-14 17:55:44,delivered,east
O315,C195,2024-07-05 00:13:08,shipped,east
O316,C476,2024-07-13 08:44:50,returned,south
O317,C343,2025-10-02 07:20:11,cancelled,west
O318,C002,2024-10-28 17:00:56,delivered,east
O319,C331,2024-01-05 15:44:47,Placed,east
O320,C331,2026-04-11 16:37:42,shipped,east
O321,C248,2023-03-15 07:05:22,delivered,east
O322,C183,2023-10-11 16:00:14,Placed,south
O323,C401,2026-03-10 05:32:26,delivered,North
O324,C119,2025-02-12 02:11:25,cancelled,south
O325,C185,2025-04-06 19:26:30,returned,North
O326,C446,2025-09-04 01:42:05,cancelled,west
O327,C393,2025-04-18 22:38:54,shipped,east
O328,,2024-09-28 04:58:33,shipped,south
O329,C435,2023-08-22 15:36:27,shipped,North
O330,C056,2026-06-23 09:10:04,shipped,west
O331,C217,2025-11-01 17:37:57,Placed,west
O332,C290,2025-03-02 23:25:15,shipped,east
O333,C361,29-06-2025 19:14:15,delivered,North
O334,C434,2024-03-16 16:52:02,shipped,North
O335,C095,2024-06-22 06:20:37,cancelled,North
O336,C008,2023-11-20 09:46:07,returned,west
O337,C302,2025-11-13 07:15:48,returned,east
O338,C255,2025-12-29 12:35:36,Placed,west
O339,C259,2025-08-22 21:12:20,returned,east
O340,C366,2025-02-07 19:31:50,Placed,North
O341,C237,2025-10-02 21:32:08,shipped,south
O342,C217,2023-12-15 07:12:05,delivered,east
O343,C465,2026-04-20 09:20:47,Placed,east
O344,C241,2025-11-16 21:02:54,shipped,east
O345,C109,2025-07-04 08:53:22,Placed,North
O346,C135,2024-03-03 03:18:57,delivered,south
O347,C259,2025-02-04 00:01:01,shipped,south
O348,C137,2024-03-02 00:20:05,delivered,east
O349,C399,2024-06-12 10:24:05,Placed,west
O350,C057,2025-04-04 15:20:07,shipped,south
O351,,2024-03-30 05:48:16,shipped,south
O352,C151,2026-04-20 19:44:43,Placed,east
O353,C255,2025-07-03 19:38:47,Placed,west
O354,C231,2024-05-17 06:48:40,Placed,west
O355,C133,2024-04-07 03:13:56,returned,south
O356,C028,2026-01-05 16:48:56,delivered,North
O357,C171,2025-01-26 13:09:18,cancelled,North
O358,C242,2025-09-23 03:26:58,delivered,south
O359,C325,2025-06-22 22:14:30,delivered,south
O360,C453,2025-06-07 14:59:20,cancelled,east
O361,C379,2023-11-08 19:55:19,returned,south
O362,C282,2025-01-01 20:09:18,Placed,south
O363,C046,2025-07-08 19:10:55,shipped,North
O364,C226,2023-09-19 06:53:35,shipped,south
O365,C051,2025-09-28 05:36:49,Placed,west
O366,C164,2025-05-16 08:29:24,shipped,south
O367,C130,2024-10-23 20:47:14,cancelled,east
O368,C257,2025-11-01 07:46:30,shipped,west
O369,C361,2023-11-12 06:45:21,Placed,south
O370,C039,2023-11-15 14:22:59,returned,west
O371,C086,2026-02-16 02:12:46,shipped,North
O372,C219,2023-06-08 06:23:10,cancelled,west
O373,C154,2023-06-17 17:47:42,returned,North
O374,C090,2024-03-07 20:05:48,Placed,east
O375,C198,2023-07-25 14:25:10,returned,east
O376,C400,2023-03-27 17:51:10,returned,North
O377,C138,2026-01-19 10:59:28,returned,west
O378,C115,2023-03-23 00:57:53,delivered,North
O379,C245,2025-05-25 07:07:07,delivered,south
O380,C231,2026-01-09 21:51:54,returned,North
O381,C033,2023-07-15 17:49:43,returned,south
O382,C217,2023-12-20 09:32:04,cancelled,North
O383,C077,2025-11-24 12:46:31,returned,east
O384,C340,2023-06-29 10:40:20,cancelled,south
O385,C125,2026-02-25 02:51:01,cancelled,west
O386,C466,2024-12-02 02:50:49,cancelled,North
O387,C490,2023-04-28 22:55:39,delivered,west
O388,C231,2025-09-08 12:41:21,returned,south
O389,C197,2025-10-05 18:39:16,cancelled,North
O390,C452,2023-12-24 17:34:24,delivered,west
O391,C161,2024-02-05 17:49:48,cancelled,North
O392,C045,2024-06-06 20:07:06,delivered,east
O393,C451,2024-08-03 02:45:53,shipped,east
O394,C295,28-02-2023 13:14:26,delivered,North
O395,C232,2024-10-12 22:24:14,returned,North
O396,C180,2023-12-17 19:25:50,delivered,west
O397,C483,2026-06-20 09:50:20,shipped,west
O398,C386,2024-11-08 19:58:27,delivered,east
O399,C076,2023-03-20 22:48:21,returned,west
O400,C361,2026-02-27 05:35:58,cancelled,North
O401,C289,2025-01-23 16:37:48,shipped,south
O402,C106,2023-11-05 20:45:18,cancelled,east
O403,C481,2025-09-08 15:19:57,Placed,west
O404,C050,2025-01-08 16:33:07,returned,east
O405,C424,2024-09-16 17:33:20,delivered,west
O406,C266,2023-10-25 14:06:43,returned,North
O407,C272,2025-09-25 11:31:51,shipped,south
O408,C393,2023-03-31 04:05:31,cancelled,west
O409,C026,2023-01-28 08:56:16,returned,east
O410,,2025-07-04 12:37:22,shipped,east
O411,C289,2023-04-04 02:07:04,Placed,west
O412,C239,2024-05-23 18:13:11,returned,east
O413,C176,2025-01-08 17:08:45,Placed,south
O414,C494,2023-02-24 10:21:02,shipped,North
O415,C270,2025-03-11 16:29:48,delivered,west
O416,C244,2024-02-01 21:40:29,Placed,east
O417,C486,16-10-2024 00:06:45,cancelled,east
O418,C372,2024-01-21 08:54:52,cancelled,east
O419,C283,2023-02-13 21:10:40,cancelled,North
O420,C444,2025-03-18 14:31:25,delivered,North
O421,C252,2025-11-06 19:25:41,delivered,North
O422,C030,2024-05-12 19:39:22,returned,west
O423,C382,23-03-2024 21:31:30,Placed,west
O424,C464,2024-02-28 03:42:42,Placed,east
O425,C032,2023-08-10 23:41:33,cancelled,east
O426,C126,2024-12-02 16:31:47,cancelled,east
O427,C054,2023-04-16 22:09:55,Placed,North
O428,C194,2023-09-12 16:29:58,Placed,east
O429,C436,2023-09-18 01:12:09,delivered,east
O430,C142,2024-06-24 00:52:53,returned,east
O431,C342,2023-11-02 15:37:32,Placed,North
O432,C163,2023-08-03 06:16:39,Placed,east
O433,C075,2024-06-06 17:20:14,delivered,east
O434,C499,2024-01-20 19:14:54,cancelled,North
O435,C349,2024-03-15 05:57:39,returned,west
O436,C151,2023-04-10 00:24:26,delivered,west
O437,C396,2024-10-02 04:23:26,shipped,east
O438,C317,2023-03-23 10:08:29,returned,North
O439,C375,2023-03-21 12:28:26,Placed,east
O440,C349,2023-07-10 15:27:56,delivered,south
O441,C208,2025-06-15 12:08:14,Placed,North
O442,C420,2026-04-02 18:37:58,cancelled,North
O443,C438,2025-08-08 17:22:36,returned,south
O444,C433,2026-01-02 17:18:13,Placed,east
O445,C154,2024-12-27 18:57:24,Placed,west
O446,,2026-07-07 18:36:33,cancelled,east
O447,C108,2024-12-08 06:36:08,returned,west
O448,C331,2024-10-24 15:32:42,delivered,North
O449,C359,21-09-2023 13:35:34,shipped,North
O450,C472,2026-06-30 13:59:45,shipped,North
O451,C033,2024-05-20 23:34:59,cancelled,south
O452,C007,2023-01-03 12:20:40,delivered,south
O453,C057,2026-04-28 06:32:18,delivered,east
O454,C112,2024-02-29 01:40:01,cancelled,south
O455,C122,2025-03-31 13:40:30,returned,east
O456,C156,2026-04-23 08:00:06,cancelled,North
O457,C450,2023-03-30 02:27:13,shipped,North
O458,C266,2026-06-21 19:22:12,delivered,North
O459,C108,2024-07-29 03:32:31,delivered,North
O460,C171,2023-01-10 13:22:39,shipped,south
O461,C463,2024-04-03 11:14:01,cancelled,east
O462,C179,2025-02-08 18:20:07,delivered,south
O463,C309,2023-03-26 17:07:39,shipped,south
O464,C142,2023-09-21 09:02:02,cancelled,west
O465,C406,2023-08-07 14:22:13,shipped,North
O466,C474,2023-06-03 06:18:57,shipped,south
O467,C482,2024-07-10 23:25:32,Placed,south
O468,,2024-12-09 13:06:15,delivered,east
O469,C268,2024-06-08 18:24:38,Placed,east
O470,C153,2024-11-04 15:29:20,shipped,east
O471,C370,2025-06-19 17:13:43,delivered,North
O472,C331,2024-07-02 03:46:44,shipped,North
O473,C142,2024-11-22 17:49:52,returned,east
O474,C396,2024-05-14 14:38:35,Placed,North
O475,C108,2024-08-31 06:55:36,cancelled,west
O476,C042,2024-04-26 14:16:32,Placed,west
O477,C249,2023-06-05 03:57:49,cancelled,west
O478,C181,29-07-2023 09:58:21,shipped,North
O479,C284,2025-01-24 10:58:56,Placed,west
O480,C302,2025-06-11 17:52:54,returned,North
O481,C078,2023-12-31 04:04:26,shipped,North
O482,C424,2026-03-06 04:31:12,shipped,west
O483,C223,2025-06-20 19:34:53,cancelled,west
O484,C354,2023-08-13 08:32:44,cancelled,east
O485,C203,2026-02-25 05:21:03,delivered,east
O486,C417,2025-07-21 11:27:27,Placed,east
O487,C255,2023-04-13 14:45:25,returned,west
O488,C187,2023-11-23 15:15:39,Placed,east
O489,C279,2023-01-11 08:01:30,Placed,west
O490,C129,2025-09-12 07:28:06,returned,west
O491,C330,2026-02-16 06:44:12,delivered,south
O492,C162,2026-06-11 21:26:30,returned,east
O493,C415,2024-06-06 09:47:34,returned,south
O494,C448,2023-07-07 04:59:13,cancelled,North
O495,,2023-04-04 15:02:27,returned,east
O496,C274,2023-10-22 12:05:41,delivered,east
O497,C468,2023-05-31 12:06:21,returned,east
O498,C475,25-06-2025 16:58:08,returned,west
O499,C271,2025-10-30 22:12:28,Placed,south
O500,C158,2026-04-12 17:46:25,cancelled,west
